"mohcd_development_id","development_name","marketing_address","marketing_zip_code","supervisor_district","city_analysis_marketing","planning_neighborhood","ocii_project_area","lead_agency_account_name","tenure","project_status","development_type","general_housing_program","housing_program_program_name","multiphase_or_multisite_project_name","estimated_actual_construction","total_project_units","income_restricted_resid_units","sro_units_rollup","studios_units_rollup","_1_bedroom_units_rollup","_2_bedroom_units_rollup","_3_bedroom_units_rollup","_4_bedroom_units_rollup","_5_bedroom_units_rollup","treatment_beds","senior_units_rollup","tay_units_rollup","homeless_units_rollup","losp_units_rollup","vash_units_rollup","latitude","longitude","location"
"2007-024","Fillmore Heritage","1310 Fillmore St","94115","5","Western Addition","Western Addition","Western Addition-Area 2","SFRA","Ownership","Construction Complete","New Construction","Other Ownership Programs","Limited Equity Program",,"2008-05-16T00:00:00.000","12","12","0","0","5","6","1","0","0","0","0","0","0","0","0","37.78214791","-122.4318529","POINT (-122.4318529 37.78214791)"
"1990-013","Fillmore Marketplace Apartments","1223 Webster St","94115","5","Western Addition","Western Addition","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2022-09-30T00:00:00.000","122","120","0","0","29","29","62","0","0","0","0","0","0","0","0","37.78195538","-122.4309626","POINT (-122.4309626 37.78195538)"
"2010-024","Fillmore Park","1345 Turk St","94115","5","Western Addition","Western Addition","Western Addition-Area 2","SFRA","Ownership","Construction Complete","New Construction","Other Ownership Programs","Limited Equity Program",,"2012-05-23T00:00:00.000","32","32","0","0","7","17","8","0","0","0","0","0","0","0","0","37.78048141","-122.4311396","POINT (-122.4311396 37.78048141)"
"2010-004","Five88","588 Mission Bay Blvd North","94158","6","Mission Bay","South of Market","Mission Bay","OCII","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Multifamily Rental Program","Mission Bay South","2017-01-31T00:00:00.000","202","200","0","0","72","128","0","0","0","0","0","0","0","0","0","37.77112038","-122.390717","POINT (-122.390717 37.77112038)"
"2001-020","Folsom + Dore Apartments","1346 Folsom St","94103","6","South of Market","South of Market","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2005-08-10T00:00:00.000","98","98","0","33","57","8","0","0","0","0","0","0","42","20","0","37.77355635","-122.4121398","POINT (-122.4121398 37.77355635)"
"2011-007","Franciscan Towers","217 Eddy St","94102","5","Tenderloin","Downtown/Civic Center","Not in an OCII Project Area","MOHCD/SFRA","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2016-04-07T00:00:00.000","106","105","0","94","11","0","0","0","0","0","0","0","35","0","0","37.7840014","-122.4111893","POINT (-122.4111893 37.7840014)"
"2015-069","Frederick Douglas Haynes Gardens","1049 Golden Gate Ave","94115","5","Western Addition","Western Addition","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Securities Program",,"2022-05-06T00:00:00.000","103","103","0","0","26","40","28","9","0","0","0","0","0","0","0","37.77960978","-122.4276949","POINT (-122.4276949 37.77960978)"
"1999-014","Friendship House","56 Julian Ave","94103","9","Mission","Mission","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Transitional",,"2005-06-13T00:00:00.000","80","80","0","0","0","0","0","0","0","80","0","0","0","0","0","37.76724622","-122.4213135","POINT (-122.4213135 37.76724622)"
"2013-050","Fulton 555","555 Fulton St","94102","5","Hayes Valley","Western Addition","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2020-08-04T00:00:00.000","17","17","0","0","9","8","0","0","0","0","0","0","0","0","0","37.77826662","-122.4258732","POINT (-122.4258732 37.77826662)"
"1993-012","Gabreila Apartments","583-587 Natoma St","94103","6","South of Market","South of Market","Not in an OCII Project Area","SFRA","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"1997-01-24T00:00:00.000","29","29","0","0","4","9","12","3","1","0","0","0","0","0","0","37.77860791","-122.4093402","POINT (-122.4093402 37.77860791)"
"2016-032","Garden Court Apartments","1637 15th St","94103","9","Mission","Mission","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"1983-03-04T00:00:00.000","16","16","0","10","6","0","0","0","0","0","0","0","0","0","0","37.76639648","-122.4203629","POINT (-122.4203629 37.76639648)"
"1997-020","Garnett Terrace","2-98 Garnett Ter","94124","10","Bayview Hunters Point","Bayview","Bayview Hunters Point","SFRA","Ownership","Construction Complete","New Construction","Other Ownership Programs","City Second Loan Program",,"1996-11-26T00:00:00.000","58","1","0","0","0","0","0","0","0","0","0","0","0","0","0","37.73238033","-122.3812693","POINT (-122.3812693 37.73238033)"
"1988-005","Geary Courtyard","639 Geary St","94102","5","Tenderloin","Downtown/Civic Center","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Securities Program",,"1990-08-16T00:00:00.000","19","19","0","14","5","0","0","0","0","0","0","0","0","0","0","37.78653833","-122.4135992","POINT (-122.4135992 37.78653833)"
"2000-002","Geary Terraces North","499 33rd Ave","94109","1","Outer Richmond","Outer Richmond","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2004-03-18T00:00:00.000","2","2","0","0","0","1","1","0","0","0","0","0","0","0","0","37.77991352","-122.4934295","POINT (-122.4934295 37.77991352)"
"1995-015","Geraldine Johnson Manor","5545 3rd St","94124","10","Bayview Hunters Point","Bayview","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"1999-03-24T00:00:00.000","54","54","0","0","53","1","0","0","0","0","0","0","0","0","0","37.72709269","-122.3930327","POINT (-122.3930327 37.72709269)"
"2005-007","Glasdore Lofts","30 Dore St","94103","6","South of Market","South of Market","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2007-07-24T00:00:00.000","4","4","0","1","2","0","1","0","0","0","0","0","0","0","0","37.77397422","-122.4133107","POINT (-122.4133107 37.77397422)"
"2002-013","Glen Park Marketplace","53 Wilder St","94131","8","Glen Park","Glen Park","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2006-11-16T00:00:00.000","2","2","0","0","0","2","0","0","0","0","0","0","0","0","0","37.73398037","-122.4335425","POINT (-122.4335425 37.73398037)"
"1994-012","Glenridge Apartments","9 Berkeley Way","94131","8","Glen Park","Diamond Heights","Not in an OCII Project Area","SFRA","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"1993-03-08T00:00:00.000","276","275","0","0","52","105","111","7","0","0","0","0","0","0","0","37.73868749","-122.437972","POINT (-122.437972 37.73868749)"
"1998-013","Golden Gate Apartments","1820 Post St","94115","5","Japantown","Western Addition","Western Addition-Area 2","SFRA","Rental","Building Rehabilitation (Pre-Construction)","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"1989-10-23T00:00:00.000","73","72","0","5","13","26","19","9","0","0","0","0","0","0","0","37.78572607","-122.4321003","POINT (-122.4321003 37.78572607)"
"1981-009","Goldmine Hill","45-95 Ora Way","94131","8","Glen Park","Diamond Heights","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","Rehabilitation","Other Ownership Programs","Condo Conversion Program",,"1992-09-11T00:00:00.000","204","175","0","36","112","27","0","0","0","0","0","0","0","0","0","37.74160504","-122.4371483","POINT (-122.4371483 37.74160504)"
"1994-006a","Goodman II - Ownership","1695 18th St","94107","10","Potrero Hill","Potrero Hill","Not in an OCII Project Area","MOHCD/SFRA","Ownership","Construction Complete","New Construction","Other Ownership Programs","BMR-Other","Goodman II","1996-03-18T00:00:00.000","18","18","0","1","17","0","0","0","0","0","0","0","0","0","0","37.76188728","-122.3986816","POINT (-122.3986816 37.76188728)"
"1994-006b","Goodman II - Rental","1695 18th St","94107","10","Potrero Hill","Potrero Hill","Not in an OCII Project Area","MOHCD/SFRA","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Multifamily Rental Program","Goodman II","1996-03-18T00:00:00.000","5","5","0","0","5","0","0","0","0","0","0","0","0","0","0","37.76188728","-122.3986815","POINT (-122.3986815 37.76188728)"
"1992-013","Good Samaritan Apartments","1290-1294 Potrero Ave","94110","9","Mission","Mission","Not in an OCII Project Area","SFRA","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"1997-03-07T00:00:00.000","21","20","0","0","2","5","7","6","0","0","0","0","2","0","0","37.7518736","-122.4064848","POINT (-122.4064848 37.7518736)"
"2020-042","Granada Hotel","1000 Sutter St","94109","3","Nob Hill","Downtown/Civic Center","Not in an OCII Project Area","MOHCD/HSH","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (Preservation)","HSH Homekey",,"2025-01-31T00:00:00.000","212","212","214","0","0","0","0","0","0","0","0","0","212","212","0","37.78833738","-122.4170991","POINT (-122.4170991 37.78833738)"
"2020-004","Grove Street House","2153 - 2157 Grove St","94117","5","Lone Mountain/USF","Haight Ashbury","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (Preservation)","Cooperative Living for Mental Health",,"2022-09-09T00:00:00.000","11","11","0","0","0","0","0","0","0","9","0","0","0","0","0","37.77384584","-122.451963","POINT (-122.451963 37.77384584)"
"2010-023","Gum Moon Residence Hall","Confidential","Confidential","3","Confidential","Confidential","Confidential","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Transitional",,"2013-01-01T00:00:00.000","26","26","0","0","0","0","0","0","0","26","0","0","0","0","0",,,
"2010-009","Habitat Terrace","149 Habitat Ter","94112","11","Oceanview/Merced/Ingleside","Ocean View","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program","Candlestick Heights","2016-10-07T00:00:00.000","17","17","0","0","0","0","17","0","0","0","0","0","0","0","0","37.71092031","-122.4610562","POINT (-122.4610562 37.71092031)"
"2016-041","Haight Street Apartments","398 Haight St","94102","5","Hayes Valley","Western Addition","Not in an OCII Project Area","MOHCD/SFRA","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"1985-01-11T00:00:00.000","13","12","0","0","10","2","0","0","0","0","0","0","0","0","0","37.77244546","-122.4285531","POINT (-122.4285531 37.77244546)"
"1992-002","Haight Street Lofts","645 Haight St","94117","5","Haight Ashbury","Western Addition","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"1996-12-03T00:00:00.000","3","3","0","0","1","2","0","0","0","0","0","0","0","0","0","37.77151832","-122.4327282","POINT (-122.4327282 37.77151832)"
"1994-005","Hamilton Family Transitional Program","1631 Hayes St","94117","5","Lone Mountain/USF","Haight Ashbury","Not in an OCII Project Area","MOHCD/SFRA","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Transitional",,"1999-07-26T00:00:00.000","20","20","0","6","11","2","1","0","0","0","0","0","0","0","0","37.77413924","-122.4432234","POINT (-122.4432234 37.77413924)"
"1990-008","Hamlin Hotel","385 Eddy St","94102","5","Tenderloin","Downtown/Civic Center","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2022-05-26T00:00:00.000","67","67","67","0","0","0","0","0","0","0","0","0","0","0","0","37.78355992","-122.4137777","POINT (-122.4137777 37.78355992)"
"1995-002","Harbor Lofts (AKA 400 Spear)","101 Harrison St","94105","6","Financial District/South Beach","South of Market","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"1997-07-02T00:00:00.000","2","2","0","1","1","0","0","0","0","0","0","0","0","0","0","37.78833976","-122.3893093","POINT (-122.3893093 37.78833976)"
"2023-027","Hawkins/C2.2","77 Bruton St","94130","6","Treasure Island","Treasure Island/YBI","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2025-08-29T00:00:00.000","9","9","0","2","4","3","0","0","0","0","0","0","0","0","0","37.81957695","-122.3717575","POINT (-122.3717575 37.81957695)"
"1990-012","Hayes Adult Residence","890 Hayes St","94117","5","Hayes Valley","Western Addition","Not in an OCII Project Area","SFRA","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Transitional",,"1992-03-24T00:00:00.000","104","104","0","0","0","0","0","0","0","104","0","0","0","0","0","37.7759926","-122.4307911","POINT (-122.4307911 37.7759926)"
"1995-005","Hayes Street Gardens","342 Hayes St","94102","5","Hayes Valley","Downtown/Civic Center","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"1997-01-21T00:00:00.000","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","37.77724718","-122.4220997","POINT (-122.4220997 37.77724718)"
"2017-051","Hayes Valley North  HOPE VI","650 Linden St","94102","5","Hayes Valley","Western Addition","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2022-06-15T00:00:00.000","83","83","0","0","0","47","30","6","0","0","0","0","0","0","0","37.77571559","-122.4286881","POINT (-122.4286881 37.77571559)"
"2017-041","Hayes Valley South HOPE VI","401 Rose St","94102","5","Hayes Valley","Western Addition","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2022-09-30T00:00:00.000","109","109","0","0","16","69","17","7","0","0","0","0","0","0","0","37.77291705","-122.4273123","POINT (-122.4273123 37.77291705)"
"1991-011","Herald Hotel Apartments","302-308 Eddy St","94102","5","Tenderloin","Downtown/Civic Center","Not in an OCII Project Area","SFRA","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Securities Program",,"1987-01-07T00:00:00.000","30","29","0","0","29","0","0","0","0","0","0","0","0","0","0","37.78411487","-122.4128352","POINT (-122.4128352 37.78411487)"
