id,pin,address,managing_organization,property_status,date_of_acquisition,date_of_disposition,sales_status,sale_offering_status,sale_offering_reason,sq_ft,square_footage_city_estimate,land_value,ward,community_area_number,community_area_name,zoning_classification,zip_code,last_update,application_use,grouped_parcels,application_opens,application_deadline,offer_round,application_url,latitude,longitude
67697,25-24-412-016-0000,,DPD Open Space,Owned by City,2017-10-17T00:00:00.000,,,,,,,,,,,,,09/12/2025,,,,,,,,
69903,26-30-301-062-0000,,Other,Owned by City,,,,,,,,,,,,,,09/12/2025,,,,,,,,
67740,25-29-101-009-0000,,Obsolete PIN,Leased,2000-04-15T00:00:00.000,2009-09-09T00:00:00.000,,,,,,,,,,,,09/12/2025,,,,,,,,
67899,17-04-400-022-0000,,,Sold,,1999-12-16T00:00:00.000,,,,,,,,,,,,09/12/2025,,,,,,,,
35667,20-19-412-043-0000,1740 W 69TH ST,DPD Planning,Owned by City,2005-04-15T00:00:00.000,,Application Closed,Environmental Status: Available for Sale Pending Updated Env. Review,B,0.0,3127.0,6253.0,17,67,WEST ENGLEWOOD,RS-3,00000,05/19/2026,Missing Middle,1734-1738 W 69th St. - Cluster D,2026-04-01T00:00:00.000,2026-05-18T00:00:00.000,Q2 2026,https://cocdpd.submittable.com/submit/1c1136ae-8e9a-4b41-bd25-9893383fb712/chiblockbuilder-2026-missing-middle,41.76876252028394,-87.66813091987731
14670,20-03-202-007-0000,726 E PERSHING RD,,Sold,,2000-09-27T00:00:00.000,,,,0.0,,,4,36,OAKLAND,PD 840,60653,09/12/2025,,,,,,,41.824198708156025,-87.60882270793965
35816,20-17-227-020-0000,5814 S MORGAN ST,DPD Large Lots,Sold,,2023-08-07T00:00:00.000,,,,0.0,,,16,68,ENGLEWOOD,RS-3,60621,09/12/2025,,,,,,,41.78831310789413,-87.65021474980203
14521,20-03-121-014-0000,4233 S INDIANA AVE,,Sold,1995-09-12T00:00:00.000,2004-04-01T00:00:00.000,,,,4013.0,,,3,38,GRAND BOULEVARD,RM-5,60653,09/12/2025,,,,,,,41.81735433905665,-87.62095172239127
62250,20-17-227-013-0000,5839 S CARPENTER ST,,Owned by City,,,Interest,,,0.0,,,16,68,ENGLEWOOD,RS-3,60621,09/12/2025,,,,,,,41.78759243126602,-87.65071353257184
17681,20-16-302-031-0000,600 W 60TH ST,,Owned by City,,,Interest,,,0.0,,,16,68,ENGLEWOOD,RS-3,60621,09/12/2025,,,,,,,41.784863778827855,-87.64022590634225
10004,16-17-203-041-0000,118 S WALLER AVE,,Sold,2001-10-03T00:00:00.000,2007-05-23T00:00:00.000,,,,8860.0,,,29,25,AUSTIN,RS-3,60644,09/12/2025,,,,,,,41.87855385787174,-87.76851004358507
10191,16-22-115-028-0000,1530 S KILBOURN AVE,,Owned by City,2001-11-30T00:00:00.000,,Application(s) Received,,,0.0,3063.0,16849.0,24,29,NORTH LAWNDALE,RT-4,60623,09/12/2025,,,,,,,41.85960852475138,-87.73755487920153
62677,20-03-425-010-0000,4637 S ST LAWRENCE AVE,,Owned by City,1969-04-01T00:00:00.000,,Interest,,,0.0,2564.0,92320.0,4,38,GRAND BOULEVARD,RM-5,60653,09/12/2025,,,,,,,41.81018617686662,-87.61111467654773
10114,16-14-311-015-0000,3705 W LEXINGTON ST,,Sold,1999-01-28T00:00:00.000,2004-07-01T00:00:00.000,,,,4244.0,,,24,27,EAST GARFIELD PARK,RT-4,60624,09/12/2025,,,,,,,41.871472602262955,-87.71840316002482
18295,20-09-324-035-0000,5404 S UNION AVE,,Owned by City,,,Application(s) Received,,,0.0,12505.0,37516.0,16,61,NEW CITY,RS-3,60609,09/12/2025,,,,,,,41.79585069643981,-87.64311180664978
62973,25-04-408-021-0000,9342 S LA SALLE ST,,Owned by City,,,Offered,,,0.0,7467.0,26135.0,9,49,ROSELAND,RS-2,60620,09/12/2025,,,,,,,41.72400172325797,-87.62786206443393
61701,20-16-309-029-0000,640 W 61ST ST,,Owned by City,1995-10-17T00:00:00.000,,Interest,,,0.0,6485.0,19456.0,16,68,ENGLEWOOD,RS-3,60621,03/16/2026,,,,,,,41.783844792060535,-87.64165489706377
23560,25-15-112-017-0000,10421 S MICHIGAN AVE,,Owned by City,2008-05-05T00:00:00.000,,Application(s) Received,,,0.0,19213.0,57638.0,9,49,ROSELAND,C1-1,60628,09/12/2025,,,,,,,41.704785352525775,-87.61959365766566
20259,20-23-420-016-0000,7053 S KIMBARK AVE,,Owned by City,,,Interest,,,0.0,,,5,69,GREATER GRAND CROSSING,RS-3,60637,09/12/2025,,,,,,,41.76613548211216,-87.59411605192123
62272,20-09-309-046-0000,5256 S UNION AVE,,Not City Owned,,,,,,2992.0,,,20,61,NEW CITY,RS-3,60609,09/12/2025,,,,,,,41.798176408130814,-87.64317802362645
19565,20-28-315-020-0000,7722 S UNION AVE,,Sold,,,,,,7570.0,,,17,71,AUBURN GRESHAM,RS-3,60620,09/12/2025,,,,,,,41.75359069847474,-87.64202534721377
69552,20-22-423-029-0000,,,Owned by City,1980-07-21T00:00:00.000,,,,,,,,,,,,,09/12/2025,,,,,,,,
11035,16-12-416-018-0000,2519 W LAKE ST,DPD Real Estate,Sold,,2026-04-01T00:00:00.000,Not offered,,,0.0,2499.0,44987.0,27,28,NEAR WEST SIDE,PMD-4,60612,04/06/2026,Public Notice,Lake & Campbell,,2024-11-15T00:00:00.000,Q4 2024,,41.884264756899384,-87.68937203635312
22519,25-25-209-032-0000,,DPD Open Space,Owned by City,2001-12-14T00:00:00.000,,,,,0.0,,,,,,,0,09/12/2025,,,,,,,,
9158,16-11-401-011-0000,3434 W CARROLL AVE,DPD Large Lots,Sold,,,,,,3987.0,,,28,27,EAST GARFIELD PARK,RT-4,60624,09/12/2025,,,,,,,41.88774734200518,-87.71258389200052
10164,16-15-211-039-0000,4020 W ADAMS ST,,Sold,,,,,,3025.0,,,28,26,WEST GARFIELD PARK,RT-4,60624,09/12/2025,,,,,,,41.87822360398165,-87.72649151534209
13997,16-23-304-015-0000,1643 S HAMLIN AVE,DPD Large Lots,Sold,,2018-03-27T00:00:00.000,,,,0.0,,,24,29,NORTH LAWNDALE,RT-4,60623,09/12/2025,,,,,,,41.85763471959153,-87.71967589992408
15467,17-34-306-039-0000,3666 S WABASH AVE,,Sold,1971-08-06T00:00:00.000,2014-04-04T00:00:00.000,,,,0.0,,,3,35,DOUGLAS,RM-5,0,09/12/2025,,,,,,,41.82765809378383,-87.6253027984836
58522,16-22-223-025-0000,1522 S KOLIN AVE,DOH,Owned by City,1995-02-08T00:00:00.000,,Application Closed,Environmental Status: Available for Sale Pending Updated Env. Review,B,0.0,3772.0,15088.0,24,29,NORTH LAWNDALE,RT-4,60623,05/19/2026,CL4WF,CL4WF 1500 BLK S KOLIN,2026-04-01T00:00:00.000,2026-05-18T00:00:00.000,Q2 2026,https://cocdpd.submittable.com/submit/a6c4374c-e4ba-4109-9902-93b91ee78e7b/chiblockbuilder-2026-cl4wf,41.85977256375497,-87.73389762206075
62587,20-20-313-020-0000,6802 S THROOP ST,,Owned by City,1998-10-16T00:00:00.000,,Offered,,,0.0,3091.0,9272.0,17,67,WEST ENGLEWOOD,RS-3,60636,09/12/2025,,,,,,,41.77027947098999,-87.65703527204519
35082,19-35-128-036-0000,3620 W 83RD ST,DPD Planning,Owned by City,1984-01-06T00:00:00.000,,Application Closed,Environmental Status: Requires Further Env. Review,E,0.0,1846.0,5539.0,18,70,ASHBURN,M2-1,60652,05/19/2026,Market Rate,3620-22 W 83RD ST,2026-04-01T00:00:00.000,2026-05-18T00:00:00.000,Q2 2026,https://cocdpd.submittable.com/submit/5dfab578-6c8e-4931-8548-3191503c52c0/chiblockbuilder-2026,41.74263897221286,-87.71283656318603
16387,20-15-404-022-0000,6026 S SAINT LAWRENCE AVE,DOH,Owned by City,1991-03-19T00:00:00.000,,Interest,,,0.0,3404.0,20422.0,20,42,WOODLAWN,RM-5,60637,09/12/2025,,,,,,,41.784917939398305,-87.61123715438276
17048,20-17-109-025-0000,5606 S LAFLIN ST,,Owned by City,1995-09-27T00:00:00.000,,Offered,,,0.0,3062.0,9185.0,16,67,WEST ENGLEWOOD,RS-3,60636,09/12/2025,,,,,,,41.79190877599058,-87.66245184202155
8281,16-02-328-012-0000,825 N AVERS AVE,,Sold,,,,,,3500.0,,,27,23,HUMBOLDT PARK,RS-3,60651,09/12/2025,,,,,,,41.896208166798495,-87.72208568794517
34367,16-11-103-032-0000,714 N HAMLIN AVE,,Owned by City,2014-09-12T00:00:00.000,,Interest,,,0.0,3846.0,19230.0,27,23,HUMBOLDT PARK,RT-4,60624,02/26/2026,,,,,,,41.89411618161845,-87.72151964684669
10326,16-15-218-040-0000,4110 W GLADYS AVE,,Owned by City,,,Interest,,,0.0,3125.0,9376.0,28,26,WEST GARFIELD PARK,RT-4,60624,09/12/2025,,,,,,,41.87640187592803,-87.7285129000671
35274,20-05-102-019-0000,4121 S PACKERS AVE,,Sold,,2014-12-19T00:00:00.000,,,,14558.0,,,11,61,NEW CITY,PMD 8,60609,09/12/2025,,,,,,,41.81908196703695,-87.65839704853738
24706,25-10-309-022-0000,53 E 100TH PL,,Owned by City,2000-12-11T00:00:00.000,,Offered,,,0.0,4634.0,11586.0,9,49,ROSELAND,RS-3,60628,09/12/2025,,,,,,,41.71148589070615,-87.62153320941565
15819,17-31-216-019-0000,3400 S ARCHER AVE,DPD Planning,Not City Owned,2005-12-28T00:00:00.000,,Application Closed,Environmental Status: Requires Further Env. Review,E,0.0,80932.0,1052112.0,12,59,MCKINLEY PARK,C2-2,60608,02/20/2026,Commercial Development,,,2025-11-17T00:00:00.000,Q4 2025,https://cocdpd.submittable.com/submit/e55198d0-a432-4229-98e8-c15d8f04d355/view,41.833220278572675,-87.67410757338955
24042,25-20-328-079-0000,1200 W 119TH ST,,Sold,,2010-09-10T00:00:00.000,,,,0.0,,,21,53,WEST PULLMAN,PMD 10,60643,09/12/2025,,,,,,,41.67796825484484,-87.65186244260718
21411,20-20-308-034-0000,1552 W 69TH ST,,Owned by City,,,Interest,,,0.0,3126.0,12503.0,17,67,WEST ENGLEWOOD,B3-1,60636,01/13/2026,,,,,,,41.768819149823315,-87.6635516827669
22722,25-24-430-007-0000,,Park District,Leased,2001-09-28T00:00:00.000,,,,,0.0,,,,,,,0,09/12/2025,,,,,,,,
24059,25-20-415-021-0000,11753 S CARPENTER ST,,Sold,,2010-09-10T00:00:00.000,,,,0.0,,,21,53,WEST PULLMAN,PD 1168,00000,09/12/2025,,,,,,,41.67987727107927,-87.6478365270936
23166,25-24-404-015-0000,,Park District,Leased,2005-01-27T00:00:00.000,,,,,0.0,,,,,,,0,09/12/2025,,,,,,,,
18821,20-08-114-035-0000,4824 S ELIZABETH ST,,Sold,,,,,,2991.0,,,20,61,NEW CITY,RS-3,60609,09/12/2025,,,,,,,41.806045199637786,-87.65675042174857
16180,17-27-100-003-0000,2221 S STATE ST,,Sold,1998-08-25T00:00:00.000,2005-04-19T00:00:00.000,,,,0.0,,,3,33,NEAR SOUTH SIDE,DX-3,60616,09/12/2025,,,,,,,41.85198554587412,-87.62667937572932
14396,20-03-304-033-0000,4330 S CALUMET AVE,,Sold,1974-08-21T00:00:00.000,2016-01-05T00:00:00.000,,,,0.0,,,3,38,GRAND BOULEVARD,POS-2,60653,09/12/2025,,,,,,,41.815681295941694,-87.61868364180593
22993,25-25-214-023-0000,,Park District,Leased,2002-01-23T00:00:00.000,,,,,0.0,,,,,,,0,09/12/2025,,,,,,,,
20015,20-33-122-045-0000,8217 S HALSTED ST,,Sold,2005-02-03T00:00:00.000,2008-07-03T00:00:00.000,,,,0.0,,,6,71,AUBURN GRESHAM,C1-2,60620,09/12/2025,,,,,,,41.74504981945175,-87.64362131921244
21537,20-21-307-026-0000,6830 S UNION AVE,DPD Open Space,Owned by City,1998-10-14T00:00:00.000,,Application Closed,,,0.0,6116.0,12233.0,6,68,ENGLEWOOD,RT-4,60621,03/31/2026,,,,,,,41.76969995114706,-87.64214910625401
10637,16-22-211-007-0000,1319 S TRIPP AVE,,Sold,,,,,,3142.0,,,24,29,NORTH LAWNDALE,RT-4,60623,09/12/2025,,,,,,,41.86372705212624,-87.73086865509792
21101,20-20-212-003-0000,6409 S MORGAN ST,DPD Large Lots,Sold,,2017-12-14T00:00:00.000,,,,3101.0,,,16,68,ENGLEWOOD,RS-3,60621,09/12/2025,,,,,,,41.777536911966344,-87.64923706255416
35173,16-14-419-002-0000,3442 W FILLMORE ST,DOH,Owned by City,,,,,,0.0,,,24,29,NORTH LAWNDALE,M1-2,0,09/12/2025,,,,,,,41.868437394145104,-87.71139986744909
11516,16-12-317-002-0000,135 N KEDZIE AVE,,Sold,1998-12-04T00:00:00.000,2018-01-18T00:00:00.000,,,,0.0,,,27,27,EAST GARFIELD PARK,C3-1,0,09/12/2025,,,,,,,41.883895731267216,-87.70587298774598
23884,25-24-206-033-0000,,Park District,Leased,2001-05-01T00:00:00.000,,,,,0.0,,,,,,,60617,09/12/2025,,,,,,,,
23260,26-05-106-042-0000,8948 S GREEN BAY AVE,,Sold,,,,,,0.0,,,10,46,SOUTH CHICAGO,POS-1,0,09/12/2025,,,,,,,41.73238313864412,-87.54195737957176
58801,16-13-216-005-0000,2749 W JACKSON BLVD,,Sold,2019-02-28T00:00:00.000,,,,,0.0,,,27,27,EAST GARFIELD PARK,RT-4,60612,09/12/2025,,,,,,,41.87721149212634,-87.69562222679312
15067,20-03-405-037-0000,714 E 44TH ST,,Owned by City,,,Interest,,,0.0,3979.0,115382.0,4,38,GRAND BOULEVARD,RT-4,60653,11/14/2025,,,,,,,41.81521943546469,-87.60845935504804
35118,16-11-407-043-0000,3416 W WALNUT ST,,Owned by City,,,Interest,,,0.0,,,28,27,EAST GARFIELD PARK,RT-4,60624,09/12/2025,,,,,,,41.885704110687996,-87.71194627072137
16605,20-16-318-080-0000,6150 S WALLACE ST,,Owned by City,,,Interest,,,0.0,,,16,68,ENGLEWOOD,RS-3,60621,09/12/2025,,,,,,,41.78201106651779,-87.6403404236289
22238,25-24-422-010-0000,,Park District,Leased,2001-10-19T00:00:00.000,,,,,0.0,,,,,,,0,09/12/2025,,,,,,,,
34814,20-20-104-004-0000,1333 W 63RD ST,,Owned by City,,,Interest,,,0.0,,,16,67,WEST ENGLEWOOD,PD 911,0,09/12/2025,,,,,,,41.77929576171311,-87.65831238868144
23421,25-25-203-014-0000,,DPD Open Space,Owned by City,2001-11-09T00:00:00.000,,,,,0.0,,,,,,,0,09/12/2025,,,,,,,,
20764,20-21-110-021-0000,6414 S LOWE AVE,,Sold,,,,,,0.0,,,16,68,ENGLEWOOD,RT-4,60621,09/12/2025,,,,,,,41.77750030245148,-87.64095498766606
12092,17-17-102-001-0000,1457 W MADISON ST,2FM,Owned by City,,,,,,0.0,,,27,28,NEAR WEST SIDE,C2-2,0,09/12/2025,,,,,,,41.88121673422925,-87.66419877000772
35390,20-19-408-038-0000,1942 W 69TH ST,,Owned by City,2005-04-15T00:00:00.000,,Interest,,,0.0,,,16,67,WEST ENGLEWOOD,RS-3,60636,09/12/2025,,,,,,,41.76871016258051,-87.67300453495127
23863,25-20-121-007-0000,1419 W 113TH PL,,Owned by City,2005-07-14T00:00:00.000,,,Environmental Status: Available for Sale Pending Updated Env. Review,Cat A,0.0,3123.0,7808.0,21,75,MORGAN PARK,RS-2,60643,09/15/2025,Affordable Housing,,,2024-05-17T00:00:00.000,Q1 2024,https://cocdpd.submittable.com/submit/bff0b20d-5aa2-4b37-92d7-72670d658fdb/cbb-april-1-2024-city-lots-for-working-families-cl4wf-land-sale-application,41.687256836621515,-87.6576342730146
22612,25-25-212-008-0000,,Park District,Leased,2002-01-09T00:00:00.000,,,,,0.0,,,,,,,0,09/12/2025,,,,,,,,
35341,20-19-419-002-0000,1823 W 69TH ST,,Owned by City,2005-07-13T00:00:00.000,,Offered,,,0.0,3000.0,6000.0,17,67,WEST ENGLEWOOD,RS-3,60636,09/12/2025,,,,,,,41.76822117549295,-87.66973061573802
20975,20-22-223-019-0000,6549 S EVANS AVE,DOH,Owned by City,,,Interest,,,0.0,,,20,42,WOODLAWN,RT-4,60637,09/12/2025,,,,,,,41.77532124779087,-87.60672449929046
16659,20-17-329-010-0000,8123 S LOOMIS BLVD,,Owned by City,,,Interest,,,0.0,,,17,71,AUBURN GRESHAM,RS-3,60620,09/12/2025,,,,,,,41.78047112662299,-87.65905309230577
9085,16-11-215-037-0000,605 N SAWYER AVE,,Sold,,,,,,0.0,,,27,23,HUMBOLDT PARK,RM-4.5,60624,09/12/2025,,,,,,,41.89212234880096,-87.70732316909442
11428,16-12-312-008-0000,3156 W LAKE ST,,Owned by City,1972-05-10T00:00:00.000,,Interest,,,0.0,,,27,27,EAST GARFIELD PARK,C1-3,60612,09/12/2025,,,,,,,41.88465286801987,-87.70599426783325
14217,16-24-104-015-0000,3138 W 15TH ST,DOH,Owned by City,1993-12-22T00:00:00.000,,,Environmental Status: Requires Further Env. Review,Cat E,0.0,5794.0,23176.0,24,29,NORTH LAWNDALE,RM-5,60623,09/16/2025,Affordable Housing,,,2024-05-17T00:00:00.000,Q1 2024,https://cocdpd.submittable.com/submit/bff0b20d-5aa2-4b37-92d7-72670d658fdb/cbb-april-1-2024-city-lots-for-working-families-cl4wf-land-sale-application,41.86162454704822,-87.70453519107784
35821,20-17-230-009-0000,5819 S PEORIA ST,,Owned by City,,,,,,0.0,,,16,68,ENGLEWOOD,RS-3,60621,09/12/2025,,,,,,,41.78821912503228,-87.6470806362144
68045,20-03-409-022-0000,,,Sold,1977-09-13T00:00:00.000,2007-12-21T00:00:00.000,,,,,,,,,,,,09/12/2025,,,,,,,,
19422,20-31-430-031-0000,8640 S ASHLAND AVE,,Sold,,,,,,3125.0,,,18,71,AUBURN GRESHAM,B3-1,60620,09/12/2025,,,,,,,41.73640762423065,-87.66346160820106
51302,20-26-412-010-0000,7653 S SOUTH CHICAGO AVE,,Owned by City,2003-03-27T00:00:00.000,,Interest,,,0.0,,,8,43,SOUTH SHORE,C1-2,60619,09/12/2025,,,,,,,41.75605234465149,-87.59131018882168
9902,16-15-115-030-0000,4440 W JACKSON BLVD,,Owned by City,2002-08-22T00:00:00.000,,Application(s) Received,,,0.0,6095.0,18285.0,28,26,WEST GARFIELD PARK,RT-4,60624,09/12/2025,,,,,,,41.87720535976997,-87.7369496248884
18363,20-08-305-041-0000,1310 W 52ND ST,,Sold,,,,,,3038.0,,,20,61,NEW CITY,RT-4,60609,09/12/2025,,,,,,,41.79984718485972,-87.65798623427554
8574,16-09-228-014-0000,4923 W FERDINAND ST,DPD Large Lots,Sold,,2017-11-30T00:00:00.000,,,,0.0,,,37,25,AUSTIN,RS-3,60651,10/02/2025,,,,,,,41.889426815911065,-87.74902011745641
34662,16-14-324-045-0000,1122 S INDEPENDENCE BLVD,,Owned by City,1973-11-08T00:00:00.000,,Interest,,,0.0,8135.0,40676.0,24,29,NORTH LAWNDALE,RT-4,60624,09/12/2025,,,,,,,41.867308480076524,-87.72058454831523
18084,20-08-210-002-0000,1058 W 50TH ST,DOH,Owned by City,,,Interest,,,0.0,,,20,61,NEW CITY,M1-2,00000,09/12/2025,,,,,,,41.80405678592784,-87.65224283138438
58808,16-23-100-007-0000,3940 W ROOSEVELT RD,,Owned by City,1981-01-27T00:00:00.000,,Interest,,,0.0,,,24,29,NORTH LAWNDALE,C1-2,60624,09/12/2025,,,,,,,41.86657112598307,-87.72493075996412
20819,20-20-111-046-0000,6456 S LOOMIS BLVD,DPD Large Lots,Sold,,,,,,0.0,,,16,67,WEST ENGLEWOOD,RT-4,60636,09/12/2025,,,,,,,41.77608833547726,-87.65961865984451
8256,16-03-429-033-0000,4120 W CHICAGO AVE,DPD Real Estate,Owned by City,1994-10-18T00:00:00.000,,Application Closed,Environmental Status: Requires Further Env. Review,E,0.0,2791.0,16746.0,37,23,HUMBOLDT PARK,C3-1,60651,05/19/2026,Market Rate,4116-24 W Chicago,2026-04-01T00:00:00.000,2026-05-18T00:00:00.000,Q2 2026,https://cocdpd.submittable.com/submit/5dfab578-6c8e-4931-8548-3191503c52c0/chiblockbuilder-2026,41.89559814109973,-87.72940241589053
35842,20-20-217-007-0000,6517 S MAY ST,,Owned by City,2013-02-05T00:00:00.000,,Offered,,,0.0,3111.0,15557.0,16,68,ENGLEWOOD,RS-3,60621,09/12/2025,,,,,,,41.77545800197266,-87.65283122431033
23985,25-24-208-006-0000,,Park District,Leased,2001-10-10T00:00:00.000,,,,,0.0,,,,,,,0,09/12/2025,,,,,,,,
8507,16-09-112-039-0000,5246 W OHIO ST,,Sold,1982-09-20T00:00:00.000,2013-04-29T00:00:00.000,,,,2039.0,,,37,25,AUSTIN,RS-3,0,09/12/2025,,,,,,,41.89132649125348,-87.75742807333842
13964,16-27-202-008-0000,2217 S KOLIN AVE,DPD Planning,Owned by City,1991-03-19T00:00:00.000,,Application Closed,,,0.0,2666.0,7998.0,22,29,NORTH LAWNDALE,B3-2,60623,05/19/2026,Market Rate,,2026-04-01T00:00:00.000,2026-05-18T00:00:00.000,Q2 2026,https://cocdpd.submittable.com/submit/5dfab578-6c8e-4931-8548-3191503c52c0/chiblockbuilder-2026,41.850759203630936,-87.73199722411695
9331,16-11-412-058-0000,3220 W MAYPOLE AVE,,Sold,1972-05-25T00:00:00.000,1992-06-01T00:00:00.000,,,,0.0,,,28,27,EAST GARFIELD PARK,RM-5,60624,09/12/2025,,,,,,,41.88385126235973,-87.7070428387892
34418,16-11-201-024-0000,738 N ST LOUIS AVE,DPD Real Estate,Owned by City,2002-08-01T00:00:00.000,,Interest,,,0.0,,,27,23,HUMBOLDT PARK,RS-3,60624,02/09/2026,,,,,,,41.89481250705896,-87.71420326929452
22690,26-06-218-026-0000,8912 S BALTIMORE AVE,,Owned by City,1969-12-17T00:00:00.000,,Interest,,,0.0,,,10,46,SOUTH CHICAGO,RT-4,60617,09/12/2025,,,,,,,41.7332566378315,-87.54895532040113
34440,20-03-202-028-0000,740 E OAKWOOD BLVD,,Sold,,,,,,0.0,,,4,38,GRAND BOULEVARD,POS-2,60653,09/12/2025,,,,,,,41.823213332634865,-87.60760588115957
20902,20-23-212-028-0000,6410 S KENWOOD AVE,,Sold,,,,,,0.0,,,20,42,WOODLAWN,PD 456,60637,09/12/2025,,,,,,,41.77828428351506,-87.59347220518458
35254,16-15-225-025-0000,4258 W CONGRESS PKWY,DPD Planning,Owned by City,1977-05-26T00:00:00.000,,Application Closed,Environmental Status: Available for Sale Pending Updated Env. Review,A,0.0,6349.0,19046.0,28,26,WEST GARFIELD PARK,RT-4,60624,05/19/2026,Market Rate,,2026-04-01T00:00:00.000,2026-05-18T00:00:00.000,Q2 2026,https://cocdpd.submittable.com/submit/5dfab578-6c8e-4931-8548-3191503c52c0/chiblockbuilder-2026,41.87452913728431,-87.73259484557637
62717,20-22-421-025-0000,7004 S RHODES AVE,CBB Round 1,Sold,1989-04-05T00:00:00.000,2025-01-16T00:00:00.000,Application(s) Received,,,0.0,3621.0,7242.0,6,69,GREATER GRAND CROSSING,RS-3,60637,09/12/2025,,,,,,,41.76730606894495,-87.61201913799074
63073,20-17-122-032-0000,5719 S ELIZABETH ST,,Owned by City,,,Interest,,,0.0,,,16,67,WEST ENGLEWOOD,RS-3,60636,09/12/2025,,,,,,,41.78983600345126,-87.65633088446482
12683,17-19-402-019-0000,1715 W 16TH ST,,Sold,1995-02-03T00:00:00.000,1995-09-25T00:00:00.000,,,,3000.0,,,25,31,LOWER WEST SIDE,RT-4,60608,09/12/2025,,,,,,,41.85930850528932,-87.66938843341902
8966,16-11-116-006-0000,643 N LAWNDALE AVE,DOH,Owned by City,,,Interest,,,0.0,3137.0,15683.0,27,23,HUMBOLDT PARK,RS-3,60624,04/21/2026,,,,,,,41.89304645102601,-87.71832971323317
22735,25-25-212-045-0000,,Park District,Leased,2002-01-23T00:00:00.000,,,,,0.0,,,,,,,0,09/12/2025,,,,,,,,
17088,20-18-420-043-0000,6148 S HERMITAGE AVE,,Owned by City,1996-10-07T00:00:00.000,,Interest,,,0.0,3102.0,6204.0,15,67,WEST ENGLEWOOD,RS-3,60636,09/12/2025,,,,,,,41.78170016382633,-87.66826250685862
16457,20-18-208-003-0000,5607 S DAMEN AVE,,Owned by City,,,Interest,,,0.0,,,15,67,WEST ENGLEWOOD,B1-1,60636,09/12/2025,,,,,,,41.79180824434543,-87.67389620284409
7964,14-30-122-002-0000,2025 W GEORGE ST,,Sold,1993-11-05T00:00:00.000,2016-05-10T00:00:00.000,,,,0.0,,,32,05,NORTH CENTER,RT-3.5,60618,09/12/2025,,,,,,,41.933869622720046,-87.67921782510632
22571,25-24-428-023-0000,,Park District,Leased,2002-09-03T00:00:00.000,,,,,0.0,,,,,,,0,09/12/2025,,,,,,,,
61548,25-28-104-038-0000,11950 S PARNELL AVE,,Owned by City,2005-02-09T00:00:00.000,,Interest,,,3100.0,,,21,53,WEST PULLMAN,RS-3,60628,09/12/2025,,,,,,,41.676454404726805,-87.63619382841081
9790,16-14-224-020-0000,3558 W VAN BUREN ST,DPD Large Lots,Sold,,,,,,3126.0,,,28,27,EAST GARFIELD PARK,B3-3,60624,09/12/2025,,,,,,,41.87515318344698,-87.71368267980073
12342,17-18-100-002-0000,2355 W MADISON ST,,Sold,2000-07-15T00:00:00.000,2012-01-26T00:00:00.000,,,,2854.0,,,27,28,NEAR WEST SIDE,B3-3,60612,09/12/2025,,,,,,,41.88089346350384,-87.68609832411938
61958,20-23-204-001-0000,1204 E 63RD ST,,Owned by City,,,,,,0.0,,,20,42,WOODLAWN,PD 723,60637,09/12/2025,,,,,,,41.780328744219304,-87.5897265539781
61899,20-23-220-023-0000,1450 E MARQUETTE RD,,Owned by City,,,Application Closed,Environmental Status: Available for Sale Pending Updated Env. Review,B,0.0,6320.0,157995.0,5,42,WOODLAWN,RM-5,60637,04/09/2026,Residential - Market Rate,RES 1420 - 1442 E MARQUETTE RD,,2025-11-17T00:00:00.000,Q4 2025,https://cocdpd.submittable.com/submit/e55198d0-a432-4229-98e8-c15d8f04d355/view,41.77540449674949,-87.5897553545683
10434,16-15-224-001-0000,4359 W VAN BUREN ST,DPD Real Estate,Sold,,2017-03-27T00:00:00.000,,,,0.0,,4000.0,28,26,WEST GARFIELD PARK,RT-4,60624,09/12/2025,,,,,,,41.874884652817,-87.73505959419879
63075,20-17-119-029-0000,5710 S LOOMIS BLVD,,Owned by City,,,Interest,,,0.0,,,16,67,WEST ENGLEWOOD,RS-3,60636,09/12/2025,,,,,,,41.790054829972526,-87.65998168540543
58540,16-13-331-031-0000,1144 S CALIFORNIA AVE,DPD Planning,Owned by City,1997-09-02T00:00:00.000,,Application Closed,Environmental Status: Requires Further Env. Review,E,0.0,3013.0,9039.0,28,29,NORTH LAWNDALE,C1-3,60612,02/09/2026,,1140-44 S. California,,2025-05-16T00:00:00.000,Q2 2025,https://cocdpd.submittable.com/submit/8a873c25-24be-4920-890e-7078e7b7b21e/bpd-land-sales-application-for-market-rate-development,41.867064563911505,-87.69626882508317
61742,16-23-400-041-0000,1849 S CENTRAL PARK AVE,DOH,Sold,,2024-10-24T00:00:00.000,Interest,,,0.0,3120.0,12482.0,24,29,NORTH LAWNDALE,RT-4,60623,09/12/2025,,,,,,,41.85572627430411,-87.71476135766153
33969,16-09-313-003-0000,225 N LATROBE AVE,,Owned by City,2004-02-19T00:00:00.000,,Application(s) Received,,,0.0,3138.0,6276.0,37,25,AUSTIN,RS-3,60644,10/02/2025,,,,,,,41.88516191051165,-87.75611434795447
22356,25-24-423-014-0000,,Park District,Leased,2001-10-03T00:00:00.000,,,,,0.0,,,,,,,0,09/12/2025,,,,,,,,
